value range,counter,percentage,nth,HistogramType
[30000 ~ 40000),250892,0.250892,51,CENTROID
[40000 ~ 50000),4229,0.004229,51,CENTROID
[50000 ~ 60000),201,0.000201,51,CENTROID
[60000 ~ 70000),56,5.6e-05,51,CENTROID
[70000 ~ 80000),24,2.4e-05,51,CENTROID
[80000 ~ 90000),5,5e-06,51,CENTROID
[90000 ~ 100000],0,0,51,CENTROID
[0 ~ 10000),74284,0.074284,52,CENTROID
[10000 ~ 20000),199108,0.199108,52,CENTROID
[20000 ~ 30000),464951,0.464951,52,CENTROID
[30000 ~ 40000),256872,0.256872,52,CENTROID
[40000 ~ 50000),4490,0.00449,52,CENTROID
[50000 ~ 60000),208,0.000208,52,CENTROID
[60000 ~ 70000),58,5.8e-05,52,CENTROID
[70000 ~ 80000),24,2.4e-05,52,CENTROID
[80000 ~ 90000),5,5e-06,52,CENTROID
[90000 ~ 100000],0,0,52,CENTROID
[0 ~ 10000),73777,0.073777,53,CENTROID
[10000 ~ 20000),197445,0.197445,53,CENTROID
[20000 ~ 30000),461112,0.461112,53,CENTROID
[30000 ~ 40000),262596,0.262596,53,CENTROID
[40000 ~ 50000),4769,0.004769,53,CENTROID
[50000 ~ 60000),210,0.00021,53,CENTROID
[60000 ~ 70000),62,6.2e-05,53,CENTROID
[70000 ~ 80000),24,2.4e-05,53,CENTROID
[80000 ~ 90000),5,5e-06,53,CENTROID
[90000 ~ 100000],0,0,53,CENTROID
[0 ~ 10000),73318,0.073318,54,CENTROID
[10000 ~ 20000),195713,0.195713,54,CENTROID
[20000 ~ 30000),457428,0.457428,54,CENTROID
[30000 ~ 40000),268202,0.268202,54,CENTROID
[40000 ~ 50000),5029,0.005029,54,CENTROID
[50000 ~ 60000),218,0.000218,54,CENTROID
[60000 ~ 70000),62,6.2e-05,54,CENTROID
[70000 ~ 80000),25,2.5e-05,54,CENTROID
[80000 ~ 90000),5,5e-06,54,CENTROID
[90000 ~ 100000],0,0,54,CENTROID
[0 ~ 10000),72831,0.072831,55,CENTROID
[10000 ~ 20000),194152,0.194152,55,CENTROID
[20000 ~ 30000),453586,0.453586,55,CENTROID
[30000 ~ 40000),273806,0.273806,55,CENTROID
[40000 ~ 50000),5307,0.005307,55,CENTROID
[50000 ~ 60000),224,0.000224,55,CENTROID
[60000 ~ 70000),63,6.3e-05,55,CENTROID
[70000 ~ 80000),26,2.6e-05,55,CENTROID
[80000 ~ 90000),5,5e-06,55,CENTROID
[90000 ~ 100000],0,0,55,CENTROID
[0 ~ 10000),72366,0.072366,56,CENTROID
[10000 ~ 20000),192613,0.192613,56,CENTROID
[20000 ~ 30000),449704,0.449704,56,CENTROID
[30000 ~ 40000),279389,0.279389,56,CENTROID
[40000 ~ 50000),5596,0.005596,56,CENTROID
[50000 ~ 60000),237,0.000237,56,CENTROID
[60000 ~ 70000),63,6.3e-05,56,CENTROID
[70000 ~ 80000),27,2.7e-05,56,CENTROID
[80000 ~ 90000),5,5e-06,56,CENTROID
[90000 ~ 100000],0,0,56,CENTROID
[0 ~ 10000),71877,0.071877,57,CENTROID
[10000 ~ 20000),191062,0.191062,57,CENTROID
[20000 ~ 30000),446205,0.446205,57,CENTROID
[30000 ~ 40000),284598,0.284598,57,CENTROID
[40000 ~ 50000),5911,0.005911,57,CENTROID
[50000 ~ 60000),251,0.000251,57,CENTROID
[60000 ~ 70000),63,6.3e-05,57,CENTROID
[70000 ~ 80000),27,2.7e-05,57,CENTROID
[80000 ~ 90000),6,6e-06,57,CENTROID
[90000 ~ 100000],0,0,57,CENTROID
[0 ~ 10000),71423,0.071423,58,CENTROID
[10000 ~ 20000),189613,0.189613,58,CENTROID
[20000 ~ 30000),442626,0.442626,58,CENTROID
[30000 ~ 40000),289758,0.289758,58,CENTROID
[40000 ~ 50000),6225,0.006225,58,CENTROID
[50000 ~ 60000),257,0.000257,58,CENTROID
[60000 ~ 70000),64,6.4e-05,58,CENTROID
[70000 ~ 80000),28,2.8e-05,58,CENTROID
[80000 ~ 90000),6,6e-06,58,CENTROID
[90000 ~ 100000],0,0,58,CENTROID
[0 ~ 10000),70960,0.07096,59,CENTROID
[10000 ~ 20000),188244,0.188244,59,CENTROID
[20000 ~ 30000),438961,0.438961,59,CENTROID
[30000 ~ 40000),294935,0.294935,59,CENTROID
[40000 ~ 50000),6534,0.006534,59,CENTROID
[50000 ~ 60000),267,0.000267,59,CENTROID
[60000 ~ 70000),65,6.5e-05,59,CENTROID
[70000 ~ 80000),28,2.8e-05,59,CENTROID
[80000 ~ 90000),5,5e-06,59,CENTROID
[90000 ~ 100000],1,1e-06,59,CENTROID
[0 ~ 10000),70550,0.07055,60,CENTROID
[10000 ~ 20000),186856,0.186856,60,CENTROID
[20000 ~ 30000),435514,0.435514,60,CENTROID
[30000 ~ 40000),299840,0.29984,60,CENTROID
[40000 ~ 50000),6861,0.006861,60,CENTROID
[50000 ~ 60000),280,0.00028,60,CENTROID
[60000 ~ 70000),65,6.5e-05,60,CENTROID
[70000 ~ 80000),28,2.8e-05,60,CENTROID
[80000 ~ 90000),5,5e-06,60,CENTROID
[90000 ~ 100000],1,1e-06,60,CENTROID
[0 ~ 10000),70176,0.070176,61,CENTROID
[10000 ~ 20000),185482,0.185482,61,CENTROID
[20000 ~ 30000),432071,0.432071,61,CENTROID
[30000 ~ 40000),304695,0.304695,61,CENTROID
[40000 ~ 50000),7186,0.007186,61,CENTROID
[50000 ~ 60000),289,0.000289,61,CENTROID
[60000 ~ 70000),67,6.7e-05,61,CENTROID
[70000 ~ 80000),28,2.8e-05,61,CENTROID
[80000 ~ 90000),5,5e-06,61,CENTROID
[90000 ~ 100000],1,1e-06,61,CENTROID
[0 ~ 10000),69726,0.069726,62,CENTROID
[10000 ~ 20000),184214,0.184214,62,CENTROID
[20000 ~ 30000),428694,0.428694,62,CENTROID
[30000 ~ 40000),309461,0.309461,62,CENTROID
[40000 ~ 50000),7501,0.007501,62,CENTROID
[50000 ~ 60000),300,0.0003,62,CENTROID
[60000 ~ 70000),70,7e-05,62,CENTROID
[70000 ~ 80000),27,2.7e-05,62,CENTROID
[80000 ~ 90000),6,6e-06,62,CENTROID
[90000 ~ 100000],1,1e-06,62,CENTROID
[0 ~ 10000),69321,0.069321,63,CENTROID
[10000 ~ 20000),182876,0.182876,63,CENTROID
[20000 ~ 30000),425426,0.425426,63,CENTROID
[30000 ~ 40000),314123,0.314123,63,CENTROID
[40000 ~ 50000),7839,0.007839,63,CENTROID
[50000 ~ 60000),308,0.000308,63,CENTROID
[60000 ~ 70000),73,7.3e-05,63,CENTROID
[70000 ~ 80000),27,2.7e-05,63,CENTROID
[80000 ~ 90000),6,6e-06,63,CENTROID
[90000 ~ 100000],1,1e-06,63,CENTROID
[0 ~ 10000),68926,0.068926,64,CENTROID
[10000 ~ 20000),181631,0.181631,64,CENTROID
[20000 ~ 30000),422192,0.422192,64,CENTROID
[30000 ~ 40000),318602,0.318602,64,CENTROID
[40000 ~ 50000),8222,0.008222,64,CENTROID
[50000 ~ 60000),319,0.000319,64,CENTROID
[60000 ~ 70000),73,7.3e-05,64,CENTROID
[70000 ~ 80000),28,2.8e-05,64,CENTROID
[80000 ~ 90000),6,6e-06,64,CENTROID
[90000 ~ 100000],1,1e-06,64,CENTROID
[0 ~ 10000),68512,0.068512,65,CENTROID
[10000 ~ 20000),180482,0.180482,65,CENTROID
[20000 ~ 30000),418951,0.418951,65,CENTROID
[30000 ~ 40000),323013,0.323013,65,CENTROID
[40000 ~ 50000),8604,0.008604,65,CENTROID
[50000 ~ 60000),329,0.000329,65,CENTROID
[60000 ~ 70000),73,7.3e-05,65,CENTROID
[70000 ~ 80000),29,2.9e-05,65,CENTROID
[80000 ~ 90000),5,5e-06,65,CENTROID
[90000 ~ 100000],2,2e-06,65,CENTROID
[0 ~ 10000),68176,0.068176,66,CENTROID
[10000 ~ 20000),179223,0.179223,66,CENTROID
[20000 ~ 30000),415837,0.415837,66,CENTROID
[30000 ~ 40000),327306,0.327306,66,CENTROID
[40000 ~ 50000),9011,0.009011,66,CENTROID
[50000 ~ 60000),335,0.000335,66,CENTROID
[60000 ~ 70000),76,7.6e-05,66,CENTROID
[70000 ~ 80000),29,2.9e-05,66,CENTROID
[80000 ~ 90000),5,5e-06,66,CENTROID
[90000 ~ 100000],2,2e-06,66,CENTROID
[0 ~ 10000),67819,0.067819,67,CENTROID
[10000 ~ 20000),178057,0.178057,67,CENTROID
[20000 ~ 30000),412793,0.412793,67,CENTROID
[30000 ~ 40000),331441,0.331441,67,CENTROID
[40000 ~ 50000),9430,0.00943,67,CENTROID
[50000 ~ 60000),347,0.000347,67,CENTROID
[60000 ~ 70000),76,7.6e-05,67,CENTROID
[70000 ~ 80000),30,3e-05,67,CENTROID
[80000 ~ 90000),5,5e-06,67,CENTROID
[90000 ~ 100000],2,2e-06,67,CENTROID
[0 ~ 10000),67483,0.067483,68,CENTROID
[10000 ~ 20000),176867,0.176867,68,CENTROID
[20000 ~ 30000),409783,0.409783,68,CENTROID
[30000 ~ 40000),335518,0.335518,68,CENTROID
[40000 ~ 50000),9881,0.009881,68,CENTROID
[50000 ~ 60000),351,0.000351,68,CENTROID
[60000 ~ 70000),80,8e-05,68,CENTROID
[70000 ~ 80000),30,3e-05,68,CENTROID
[80000 ~ 90000),5,5e-06,68,CENTROID
[90000 ~ 100000],2,2e-06,68,CENTROID
[0 ~ 10000),67123,0.067123,69,CENTROID
[10000 ~ 20000),175705,0.175705,69,CENTROID
[20000 ~ 30000),407059,0.407059,69,CENTROID
[30000 ~ 40000),339362,0.339362,69,CENTROID
[40000 ~ 50000),10275,0.010275,69,CENTROID
[50000 ~ 60000),355,0.000355,69,CENTROID
[60000 ~ 70000),83,8.3e-05,69,CENTROID
[70000 ~ 80000),31,3.1e-05,69,CENTROID
[80000 ~ 90000),5,5e-06,69,CENTROID
[90000 ~ 100000],2,2e-06,69,CENTROID
[0 ~ 10000),66787,0.066787,70,CENTROID
[10000 ~ 20000),174622,0.174622,70,CENTROID
[20000 ~ 30000),404148,0.404148,70,CENTROID
[30000 ~ 40000),343202,0.343202,70,CENTROID
[40000 ~ 50000),10750,0.01075,70,CENTROID
[50000 ~ 60000),369,0.000369,70,CENTROID
[60000 ~ 70000),84,8.4e-05,70,CENTROID
[70000 ~ 80000),30,3e-05,70,CENTROID
[80000 ~ 90000),6,6e-06,70,CENTROID
[90000 ~ 100000],2,2e-06,70,CENTROID
[0 ~ 10000),66464,0.066464,71,CENTROID
[10000 ~ 20000),173535,0.173535,71,CENTROID
[20000 ~ 30000),401334,0.401334,71,CENTROID
[30000 ~ 40000),346963,0.346963,71,CENTROID
[40000 ~ 50000),11209,0.011209,71,CENTROID
[50000 ~ 60000),373,0.000373,71,CENTROID
[60000 ~ 70000),84,8.4e-05,71,CENTROID
[70000 ~ 80000),30,3e-05,71,CENTROID
[80000 ~ 90000),6,6e-06,71,CENTROID
[90000 ~ 100000],2,2e-06,71,CENTROID
[0 ~ 10000),66133,0.066133,72,CENTROID
[10000 ~ 20000),172499,0.172499,72,CENTROID
[20000 ~ 30000),398595,0.398595,72,CENTROID
[30000 ~ 40000),350608,0.350608,72,CENTROID
[40000 ~ 50000),11660,0.01166,72,CENTROID
[50000 ~ 60000),382,0.000382,72,CENTROID
[60000 ~ 70000),85,8.5e-05,72,CENTROID
[70000 ~ 80000),30,3e-05,72,CENTROID
[80000 ~ 90000),6,6e-06,72,CENTROID
[90000 ~ 100000],2,2e-06,72,CENTROID
[0 ~ 10000),65824,0.065824,73,CENTROID
[10000 ~ 20000),171508,0.171508,73,CENTROID
[20000 ~ 30000),395981,0.395981,73,CENTROID
[30000 ~ 40000),354039,0.354039,73,CENTROID
[40000 ~ 50000),12125,0.012125,73,CENTROID
[50000 ~ 60000),400,0.0004,73,CENTROID
[60000 ~ 70000),85,8.5e-05,73,CENTROID
[70000 ~ 80000),30,3e-05,73,CENTROID
[80000 ~ 90000),6,6e-06,73,CENTROID
[90000 ~ 100000],2,2e-06,73,CENTROID
[0 ~ 10000),65479,0.065479,74,CENTROID
[10000 ~ 20000),170586,0.170586,74,CENTROID
[20000 ~ 30000),393148,0.393148,74,CENTROID
[30000 ~ 40000),357660,0.35766,74,CENTROID
[40000 ~ 50000),12594,0.012594,74,CENTROID
[50000 ~ 60000),409,0.000409,74,CENTROID
[60000 ~ 70000),85,8.5e-05,74,CENTROID
[70000 ~ 80000),31,3.1e-05,74,CENTROID
[80000 ~ 90000),5,5e-06,74,CENTROID
[90000 ~ 100000],3,3e-06,74,CENTROID
[0 ~ 10000),65192,0.065192,75,CENTROID
[10000 ~ 20000),169528,0.169528,75,CENTROID
[20000 ~ 30000),390555,0.390555,75,CENTROID
[30000 ~ 40000),361129,0.361129,75,CENTROID
[40000 ~ 50000),13046,0.013046,75,CENTROID
[50000 ~ 60000),426,0.000426,75,CENTROID
[60000 ~ 70000),85,8.5e-05,75,CENTROID
[70000 ~ 80000),31,3.1e-05,75,CENTROID
[80000 ~ 90000),5,5e-06,75,CENTROID
[90000 ~ 100000],3,3e-06,75,CENTROID
[0 ~ 10000),64879,0.064879,76,CENTROID
[10000 ~ 20000),168606,0.168606,76,CENTROID
[20000 ~ 30000),388016,0.388016,76,CENTROID
[30000 ~ 40000),364403,0.364403,76,CENTROID
[40000 ~ 50000),13537,0.013537,76,CENTROID
[50000 ~ 60000),435,0.000435,76,CENTROID
[60000 ~ 70000),84,8.4e-05,76,CENTROID
[70000 ~ 80000),32,3.2e-05,76,CENTROID
[80000 ~ 90000),5,5e-06,76,CENTROID
[90000 ~ 100000],3,3e-06,76,CENTROID
[0 ~ 10000),64596,0.064596,77,CENTROID
[10000 ~ 20000),167656,0.167656,77,CENTROID
[20000 ~ 30000),385492,0.385492,77,CENTROID
[30000 ~ 40000),367600,0.3676,77,CENTROID
[40000 ~ 50000),14087,0.014087,77,CENTROID
[50000 ~ 60000),442,0.000442,77,CENTROID
[60000 ~ 70000),87,8.7e-05,77,CENTROID
[70000 ~ 80000),32,3.2e-05,77,CENTROID
[80000 ~ 90000),5,5e-06,77,CENTROID
[90000 ~ 100000],3,3e-06,77,CENTROID
[0 ~ 10000),64287,0.064287,78,CENTROID
[10000 ~ 20000),166815,0.166815,78,CENTROID
[20000 ~ 30000),382946,0.382946,78,CENTROID
[30000 ~ 40000),370767,0.370767,78,CENTROID
[40000 ~ 50000),14605,0.014605,78,CENTROID
[50000 ~ 60000),451,0.000451,78,CENTROID
[60000 ~ 70000),89,8.9e-05,78,CENTROID
[70000 ~ 80000),32,3.2e-05,78,CENTROID
[80000 ~ 90000),5,5e-06,78,CENTROID
[90000 ~ 100000],3,3e-06,78,CENTROID
[0 ~ 10000),63984,0.063984,79,CENTROID
[10000 ~ 20000),166037,0.166037,79,CENTROID
[20000 ~ 30000),380403,0.380403,79,CENTROID
[30000 ~ 40000),373816,0.373816,79,CENTROID
[40000 ~ 50000),15167,0.015167,79,CENTROID
[50000 ~ 60000),464,0.000464,79,CENTROID
[60000 ~ 70000),89,8.9e-05,79,CENTROID
[70000 ~ 80000),31,3.1e-05,79,CENTROID
[80000 ~ 90000),6,6e-06,79,CENTROID
[90000 ~ 100000],3,3e-06,79,CENTROID
[0 ~ 10000),63702,0.063702,80,CENTROID
[10000 ~ 20000),165185,0.165185,80,CENTROID
[20000 ~ 30000),378042,0.378042,80,CENTROID
[30000 ~ 40000),376741,0.376741,80,CENTROID
[40000 ~ 50000),15723,0.015723,80,CENTROID
[50000 ~ 60000),477,0.000477,80,CENTROID
[60000 ~ 70000),90,9e-05,80,CENTROID
[70000 ~ 80000),31,3.1e-05,80,CENTROID
[80000 ~ 90000),6,6e-06,80,CENTROID
[90000 ~ 100000],3,3e-06,80,CENTROID
[0 ~ 10000),63403,0.063403,81,CENTROID
[10000 ~ 20000),164333,0.164333,81,CENTROID
[20000 ~ 30000),375676,0.375676,81,CENTROID
[30000 ~ 40000),379708,0.379708,81,CENTROID
[40000 ~ 50000),16261,0.016261,81,CENTROID
[50000 ~ 60000),489,0.000489,81,CENTROID
[60000 ~ 70000),90,9e-05,81,CENTROID
[70000 ~ 80000),31,3.1e-05,81,CENTROID
[80000 ~ 90000),6,6e-06,81,CENTROID
[90000 ~ 100000],3,3e-06,81,CENTROID
[0 ~ 10000),63118,0.063118,82,CENTROID
[10000 ~ 20000),163506,0.163506,82,CENTROID
[20000 ~ 30000),373360,0.37336,82,CENTROID
[30000 ~ 40000),382534,0.382534,82,CENTROID
[40000 ~ 50000),16849,0.016849,82,CENTROID
[50000 ~ 60000),501,0.000501,82,CENTROID
[60000 ~ 70000),92,9.2e-05,82,CENTROID
[70000 ~ 80000),30,3e-05,82,CENTROID
[80000 ~ 90000),7,7e-06,82,CENTROID
[90000 ~ 100000],3,3e-06,82,CENTROID
[0 ~ 10000),62819,0.062819,83,CENTROID
[10000 ~ 20000),162702,0.162702,83,CENTROID
[20000 ~ 30000),371038,0.371038,83,CENTROID
[30000 ~ 40000),385367,0.385367,83,CENTROID
[40000 ~ 50000),17420,0.01742,83,CENTROID
[50000 ~ 60000),521,0.000521,83,CENTROID
[60000 ~ 70000),93,9.3e-05,83,CENTROID
[70000 ~ 80000),30,3e-05,83,CENTROID
[80000 ~ 90000),7,7e-06,83,CENTROID
[90000 ~ 100000],3,3e-06,83,CENTROID
[0 ~ 10000),62566,0.062566,84,CENTROID
[10000 ~ 20000),161853,0.161853,84,CENTROID
[20000 ~ 30000),368796,0.368796,84,CENTROID
[30000 ~ 40000),388133,0.388133,84,CENTROID
[40000 ~ 50000),17992,0.017992,84,CENTROID
[50000 ~ 60000),525,0.000525,84,CENTROID
[60000 ~ 70000),94,9.4e-05,84,CENTROID
[70000 ~ 80000),31,3.1e-05,84,CENTROID
[80000 ~ 90000),7,7e-06,84,CENTROID
[90000 ~ 100000],3,3e-06,84,CENTROID
[0 ~ 10000),62337,0.062337,85,CENTROID
[10000 ~ 20000),161054,0.161054,85,CENTROID
[20000 ~ 30000),366533,0.366533,85,CENTROID
[30000 ~ 40000),390843,0.390843,85,CENTROID
[40000 ~ 50000),18561,0.018561,85,CENTROID
[50000 ~ 60000),537,0.000537,85,CENTROID
[60000 ~ 70000),94,9.4e-05,85,CENTROID
[70000 ~ 80000),31,3.1e-05,85,CENTROID
[80000 ~ 90000),7,7e-06,85,CENTROID
[90000 ~ 100000],3,3e-06,85,CENTROID
[0 ~ 10000),62067,0.062067,86,CENTROID
[10000 ~ 20000),160286,0.160286,86,CENTROID
[20000 ~ 30000),364422,0.364422,86,CENTROID
[30000 ~ 40000),393371,0.393371,86,CENTROID
[40000 ~ 50000),19168,0.019168,86,CENTROID
[50000 ~ 60000),547,0.000547,86,CENTROID
[60000 ~ 70000),97,9.7e-05,86,CENTROID
[70000 ~ 80000),32,3.2e-05,86,CENTROID
[80000 ~ 90000),7,7e-06,86,CENTROID
[90000 ~ 100000],3,3e-06,86,CENTROID
[0 ~ 10000),61794,0.061794,87,CENTROID
[10000 ~ 20000),159547,0.159547,87,CENTROID
[20000 ~ 30000),362257,0.362257,87,CENTROID
[30000 ~ 40000),395929,0.395929,87,CENTROID
[40000 ~ 50000),19779,0.019779,87,CENTROID
[50000 ~ 60000),554,0.000554,87,CENTROID
[60000 ~ 70000),98,9.8e-05,87,CENTROID
[70000 ~ 80000),32,3.2e-05,87,CENTROID
[80000 ~ 90000),7,7e-06,87,CENTROID
[90000 ~ 100000],3,3e-06,87,CENTROID
[0 ~ 10000),61575,0.061575,88,CENTROID
[10000 ~ 20000),158743,0.158743,88,CENTROID
[20000 ~ 30000),360323,0.360323,88,CENTROID
[30000 ~ 40000),398275,0.398275,88,CENTROID
[40000 ~ 50000),20374,0.020374,88,CENTROID
[50000 ~ 60000),567,0.000567,88,CENTROID
[60000 ~ 70000),100,0.0001,88,CENTROID
[70000 ~ 80000),33,3.3e-05,88,CENTROID
[80000 ~ 90000),7,7e-06,88,CENTROID
[90000 ~ 100000],3,3e-06,88,CENTROID
[0 ~ 10000),61309,0.061309,89,CENTROID
[10000 ~ 20000),157989,0.157989,89,CENTROID
[20000 ~ 30000),358265,0.358265,89,CENTROID
[30000 ~ 40000),400712,0.400712,89,CENTROID
[40000 ~ 50000),20990,0.02099,89,CENTROID
[50000 ~ 60000),592,0.000592,89,CENTROID
[60000 ~ 70000),100,0.0001,89,CENTROID
[70000 ~ 80000),33,3.3e-05,89,CENTROID
[80000 ~ 90000),7,7e-06,89,CENTROID
[90000 ~ 100000],3,3e-06,89,CENTROID
[0 ~ 10000),61052,0.061052,90,CENTROID
[10000 ~ 20000),157319,0.157319,90,CENTROID
[20000 ~ 30000),356109,0.356109,90,CENTROID
[30000 ~ 40000),403125,0.403125,90,CENTROID
[40000 ~ 50000),21641,0.021641,90,CENTROID
[50000 ~ 60000),609,0.000609,90,CENTROID
[60000 ~ 70000),102,0.000102,90,CENTROID
[70000 ~ 80000),33,3.3e-05,90,CENTROID
[80000 ~ 90000),7,7e-06,90,CENTROID
[90000 ~ 100000],3,3e-06,90,CENTROID
[0 ~ 10000),60790,0.06079,91,CENTROID
[10000 ~ 20000),156591,0.156591,91,CENTROID
[20000 ~ 30000),354152,0.354152,91,CENTROID
[30000 ~ 40000),405380,0.40538,91,CENTROID
[40000 ~ 50000),22320,0.02232,91,CENTROID
[50000 ~ 60000),620,0.00062,91,CENTROID
[60000 ~ 70000),103,0.000103,91,CENTROID
[70000 ~ 80000),34,3.4e-05,91,CENTROID
[80000 ~ 90000),7,7e-06,91,CENTROID
[90000 ~ 100000],3,3e-06,91,CENTROID
[0 ~ 10000),60584,0.060584,92,CENTROID
[10000 ~ 20000),155847,0.155847,92,CENTROID
[20000 ~ 30000),352286,0.352286,92,CENTROID
[30000 ~ 40000),407474,0.407474,92,CENTROID
[40000 ~ 50000),23032,0.023032,92,CENTROID
[50000 ~ 60000),626,0.000626,92,CENTROID
[60000 ~ 70000),107,0.000107,92,CENTROID
[70000 ~ 80000),34,3.4e-05,92,CENTROID
[80000 ~ 90000),7,7e-06,92,CENTROID
[90000 ~ 100000],3,3e-06,92,CENTROID
[0 ~ 10000),60358,0.060358,93,CENTROID
[10000 ~ 20000),155163,0.155163,93,CENTROID
[20000 ~ 30000),350394,0.350394,93,CENTROID
[30000 ~ 40000),409572,0.409572,93,CENTROID
[40000 ~ 50000),23716,0.023716,93,CENTROID
[50000 ~ 60000),644,0.000644,93,CENTROID
[60000 ~ 70000),108,0.000108,93,CENTROID
[70000 ~ 80000),35,3.5e-05,93,CENTROID
[80000 ~ 90000),7,7e-06,93,CENTROID
[90000 ~ 100000],3,3e-06,93,CENTROID
[0 ~ 10000),60119,0.060119,94,CENTROID
[10000 ~ 20000),154521,0.154521,94,CENTROID
[20000 ~ 30000),348433,0.348433,94,CENTROID
[30000 ~ 40000),411719,0.411719,94,CENTROID
[40000 ~ 50000),24394,0.024394,94,CENTROID
[50000 ~ 60000),658,0.000658,94,CENTROID
[60000 ~ 70000),111,0.000111,94,CENTROID
[70000 ~ 80000),35,3.5e-05,94,CENTROID
[80000 ~ 90000),7,7e-06,94,CENTROID
[90000 ~ 100000],3,3e-06,94,CENTROID
[0 ~ 10000),59884,0.059884,95,CENTROID
[10000 ~ 20000),153811,0.153811,95,CENTROID
[20000 ~ 30000),346568,0.346568,95,CENTROID
[30000 ~ 40000),413766,0.413766,95,CENTROID
[40000 ~ 50000),25137,0.025137,95,CENTROID
[50000 ~ 60000),678,0.000678,95,CENTROID
[60000 ~ 70000),111,0.000111,95,CENTROID
[70000 ~ 80000),35,3.5e-05,95,CENTROID
[80000 ~ 90000),7,7e-06,95,CENTROID
[90000 ~ 100000],3,3e-06,95,CENTROID
[0 ~ 10000),59681,0.059681,96,CENTROID
[10000 ~ 20000),153156,0.153156,96,CENTROID
[20000 ~ 30000),344729,0.344729,96,CENTROID
[30000 ~ 40000),415740,0.41574,96,CENTROID
[40000 ~ 50000),25841,0.025841,96,CENTROID
[50000 ~ 60000),691,0.000691,96,CENTROID
[60000 ~ 70000),116,0.000116,96,CENTROID
[70000 ~ 80000),36,3.6e-05,96,CENTROID
[80000 ~ 90000),7,7e-06,96,CENTROID
[90000 ~ 100000],3,3e-06,96,CENTROID
[0 ~ 10000),59469,0.059469,97,CENTROID
[10000 ~ 20000),152498,0.152498,97,CENTROID
[20000 ~ 30000),342939,0.342939,97,CENTROID
[30000 ~ 40000),417644,0.417644,97,CENTROID
[40000 ~ 50000),26576,0.026576,97,CENTROID
[50000 ~ 60000),711,0.000711,97,CENTROID
[60000 ~ 70000),117,0.000117,97,CENTROID
[70000 ~ 80000),36,3.6e-05,97,CENTROID
[80000 ~ 90000),7,7e-06,97,CENTROID
[90000 ~ 100000],3,3e-06,97,CENTROID
[0 ~ 10000),59274,0.059274,98,CENTROID
[10000 ~ 20000),151838,0.151838,98,CENTROID
[20000 ~ 30000),341203,0.341203,98,CENTROID
[30000 ~ 40000),419478,0.419478,98,CENTROID
[40000 ~ 50000),27325,0.027325,98,CENTROID
[50000 ~ 60000),719,0.000719,98,CENTROID
[60000 ~ 70000),116,0.000116,98,CENTROID
[70000 ~ 80000),37,3.7e-05,98,CENTROID
[80000 ~ 90000),7,7e-06,98,CENTROID
[90000 ~ 100000],3,3e-06,98,CENTROID
[0 ~ 10000),59048,0.059048,99,CENTROID
[10000 ~ 20000),151189,0.151189,99,CENTROID
[20000 ~ 30000),339426,0.339426,99,CENTROID
[30000 ~ 40000),421395,0.421395,99,CENTROID
[40000 ~ 50000),28043,0.028043,99,CENTROID
[50000 ~ 60000),734,0.000734,99,CENTROID
[60000 ~ 70000),118,0.000118,99,CENTROID
[70000 ~ 80000),37,3.7e-05,99,CENTROID
[80000 ~ 90000),7,7e-06,99,CENTROID
[90000 ~ 100000],3,3e-06,99,CENTROID
